customer_id,loyalty_tier,region,recency_days,frequency,monetary,segment
CUS0007725,Silver,South,9999,0,0.0,Churned
CUS0007726,Bronze,Northeast,9999,0,0.0,Churned
CUS0007727,Bronze,West,9999,0,0.0,Churned
CUS0007728,Silver,West,9999,0,0.0,Churned
CUS0007729,Bronze,Midwest,9999,0,0.0,Churned
CUS0007730,Bronze,Northeast,9999,0,0.0,Churned
CUS0007731,Platinum,Midwest,9999,0,0.0,Churned
CUS0007732,Gold,Northeast,279,1,10.42,Champions
CUS0007733,Bronze,West,9999,0,0.0,Churned
CUS0007734,Gold,West,9999,0,0.0,Churned
CUS0007735,Gold,Midwest,9999,0,0.0,Churned
CUS0007736,Silver,South,9999,0,0.0,Churned
CUS0007737,Gold,South,9999,0,0.0,Churned
CUS0007738,Gold,West,9999,0,0.0,Churned
CUS0007739,Gold,Northeast,9999,0,0.0,Churned
CUS0007740,Silver,West,9999,0,0.0,Churned
CUS0007741,Platinum,South,9999,0,0.0,Churned
CUS0007742,Bronze,West,9999,0,0.0,Churned
CUS0007743,Gold,Midwest,9999,0,0.0,Churned
CUS0007744,Gold,West,9999,0,0.0,Churned
CUS0007745,Bronze,Midwest,9999,0,0.0,Churned
CUS0007746,Bronze,Midwest,9999,0,0.0,Churned
CUS0007747,Bronze,Northeast,9999,0,0.0,Churned
CUS0007748,Platinum,Midwest,9999,0,0.0,Churned
CUS0007749,Silver,South,9999,0,0.0,Churned
CUS0007750,Bronze,South,9999,0,0.0,Churned
CUS0007751,Silver,Northeast,9999,0,0.0,Churned
CUS0007752,Silver,Midwest,9999,0,0.0,Churned
CUS0007753,Bronze,South,9999,0,0.0,Churned
CUS0007754,Bronze,South,9999,0,0.0,Churned
CUS0007755,Platinum,South,9999,0,0.0,Churned
CUS0007756,Platinum,South,9999,0,0.0,Churned
CUS0007757,Gold,West,9999,0,0.0,Churned
CUS0007758,Gold,Northeast,9999,0,0.0,Churned
CUS0007759,Gold,Midwest,9999,0,0.0,Churned
CUS0007760,Silver,West,9999,0,0.0,Churned
CUS0007761,Bronze,South,9999,0,0.0,Churned
CUS0007762,Platinum,West,9999,0,0.0,Churned
CUS0007763,Bronze,West,9999,0,0.0,Churned
CUS0007764,Bronze,Northeast,9999,0,0.0,Churned
CUS0007765,Platinum,South,9999,0,0.0,Churned
CUS0007766,Bronze,West,9999,0,0.0,Churned
CUS0007767,Gold,South,9999,0,0.0,Churned
CUS0007768,Silver,Northeast,9999,0,0.0,Churned
CUS0007769,Silver,South,9999,0,0.0,Churned
CUS0007770,Gold,South,9999,0,0.0,Churned
CUS0007771,Bronze,South,9999,0,0.0,Churned
CUS0007772,Gold,West,9999,0,0.0,Churned
CUS0007773,Gold,Northeast,9999,0,0.0,Churned
CUS0007774,Bronze,Midwest,9999,0,0.0,Churned
CUS0007775,Bronze,Northeast,9999,0,0.0,Churned
CUS0007776,Bronze,South,353,1,13.08,Champions
CUS0007777,Bronze,Northeast,9999,0,0.0,Churned
CUS0007778,Silver,Midwest,9999,0,0.0,Churned
CUS0007779,Silver,South,463,1,19.48,Champions
CUS0007780,Gold,Northeast,9999,0,0.0,Churned
CUS0007781,Bronze,Midwest,9999,0,0.0,Churned
CUS0007782,Bronze,South,9999,0,0.0,Churned
CUS0007783,Bronze,West,9999,0,0.0,Churned
CUS0007784,Bronze,South,9999,0,0.0,Churned
CUS0007785,Bronze,South,9999,0,0.0,Churned
CUS0007786,Silver,South,9999,0,0.0,Churned
CUS0007787,Bronze,South,9999,0,0.0,Churned
CUS0007788,Silver,South,9999,0,0.0,Churned
CUS0007789,Silver,Midwest,9999,0,0.0,Churned
CUS0007790,Silver,Northeast,9999,0,0.0,Churned
CUS0007791,Silver,West,21,1,18.96,Champions
CUS0007792,Bronze,South,9999,0,0.0,Churned
CUS0007793,Silver,West,9999,0,0.0,Churned
CUS0007794,Bronze,South,9999,0,0.0,Churned
CUS0007795,Gold,South,9999,0,0.0,Churned
CUS0007796,Silver,West,9999,0,0.0,Churned
CUS0007797,Gold,Northeast,9999,0,0.0,Churned
CUS0007798,Bronze,Midwest,9999,0,0.0,Churned
CUS0007799,Gold,Midwest,9999,0,0.0,Churned
CUS0007800,Silver,West,9999,0,0.0,Churned
CUS0007801,Bronze,Northeast,9999,0,0.0,Churned
CUS0007802,Silver,West,9999,0,0.0,Churned
CUS0007803,Silver,Northeast,9999,0,0.0,Churned
CUS0007804,Platinum,West,9999,0,0.0,Churned
CUS0007805,Bronze,Northeast,9999,0,0.0,Churned
CUS0007806,Gold,Northeast,9999,0,0.0,Churned
CUS0007807,Silver,West,9999,0,0.0,Churned
CUS0007808,Bronze,West,9999,0,0.0,Churned
CUS0007809,Platinum,South,9999,0,0.0,Churned
CUS0007810,Silver,South,9999,0,0.0,Churned
CUS0007811,Bronze,Midwest,9999,0,0.0,Churned
CUS0007812,Silver,West,9999,0,0.0,Churned
CUS0007813,Gold,West,9999,0,0.0,Churned
CUS0007814,Silver,West,9999,0,0.0,Churned
CUS0007815,Gold,West,9999,0,0.0,Churned
CUS0007816,Silver,South,9999,0,0.0,Churned
CUS0007817,Silver,Midwest,9999,0,0.0,Churned
CUS0007818,Gold,West,9999,0,0.0,Churned
CUS0007819,Silver,South,9999,0,0.0,Churned
CUS0007820,Gold,West,9999,0,0.0,Churned
CUS0007821,Platinum,Midwest,9999,0,0.0,Churned
CUS0007822,Bronze,South,9999,0,0.0,Churned
CUS0007823,Platinum,South,9999,0,0.0,Churned
CUS0007824,Gold,Midwest,9999,0,0.0,Churned
CUS0007825,Gold,Midwest,9999,0,0.0,Churned
CUS0007826,Gold,West,9999,0,0.0,Churned
CUS0007827,Bronze,Midwest,9999,0,0.0,Churned
CUS0007828,Bronze,South,9999,0,0.0,Churned
CUS0007829,Gold,South,9999,0,0.0,Churned
CUS0007830,Bronze,Midwest,9999,0,0.0,Churned
CUS0007831,Bronze,Midwest,9999,0,0.0,Churned
CUS0007832,Gold,Midwest,9999,0,0.0,Churned
CUS0007833,Silver,Midwest,9999,0,0.0,Churned
CUS0007834,Gold,Northeast,9999,0,0.0,Churned
CUS0007835,Gold,Northeast,9999,0,0.0,Churned
CUS0007836,Silver,West,9999,0,0.0,Churned
CUS0007837,Bronze,Midwest,9999,0,0.0,Churned
CUS0007838,Silver,West,9999,0,0.0,Churned
CUS0007839,Bronze,Northeast,9999,0,0.0,Churned
CUS0007840,Silver,West,9999,0,0.0,Churned
CUS0007841,Gold,Midwest,9999,0,0.0,Churned
CUS0007842,Gold,South,9999,0,0.0,Churned
CUS0007843,Bronze,South,9999,0,0.0,Churned
CUS0007844,Bronze,Midwest,9999,0,0.0,Churned
CUS0007845,Gold,Midwest,9999,0,0.0,Churned
CUS0007846,Bronze,West,9999,0,0.0,Churned
CUS0007847,Bronze,Midwest,9999,0,0.0,Churned
CUS0007848,Bronze,Northeast,9999,0,0.0,Churned
CUS0007849,Gold,South,9999,0,0.0,Churned
CUS0007850,Bronze,Midwest,9999,0,0.0,Churned
CUS0007851,Gold,South,9999,0,0.0,Churned
CUS0007852,Platinum,South,9999,0,0.0,Churned
CUS0007853,Silver,Midwest,9999,0,0.0,Churned
CUS0007854,Silver,Northeast,9999,0,0.0,Churned
CUS0007855,Gold,Midwest,9999,0,0.0,Churned
CUS0007856,Bronze,Midwest,9999,0,0.0,Churned
CUS0007857,Gold,South,9999,0,0.0,Churned
CUS0007858,Bronze,South,9999,0,0.0,Churned
CUS0007859,Silver,West,9999,0,0.0,Churned
CUS0007860,Silver,Northeast,9999,0,0.0,Churned
CUS0007861,Silver,South,9999,0,0.0,Churned
CUS0007862,Gold,Midwest,9999,0,0.0,Churned
CUS0007863,Silver,South,9999,0,0.0,Churned
CUS0007864,Silver,Midwest,9999,0,0.0,Churned
CUS0007865,Bronze,Midwest,9999,0,0.0,Churned
CUS0007866,Silver,South,9999,0,0.0,Churned
CUS0007867,Bronze,West,9999,0,0.0,Churned
CUS0007868,Bronze,South,9999,0,0.0,Churned
CUS0007869,Silver,Midwest,9999,0,0.0,Churned
CUS0007870,Bronze,Midwest,9999,0,0.0,Churned
CUS0007871,Bronze,South,9999,0,0.0,Churned
CUS0007872,Bronze,South,9999,0,0.0,Churned
CUS0007873,Bronze,West,9999,0,0.0,Churned
CUS0007874,Bronze,West,9999,0,0.0,Churned
CUS0007875,Bronze,Midwest,9999,0,0.0,Churned
CUS0007876,Silver,West,9999,0,0.0,Churned
CUS0007877,Bronze,South,182,1,9.1,Champions
CUS0007878,Platinum,Midwest,9999,0,0.0,Churned
CUS0007879,Bronze,Midwest,9999,0,0.0,Churned
CUS0007880,Bronze,South,9999,0,0.0,Churned
CUS0007881,Silver,South,255,1,47.28,Champions
CUS0007882,Bronze,West,9999,0,0.0,Churned
CUS0007883,Silver,Midwest,9999,0,0.0,Churned
CUS0007884,Gold,South,9999,0,0.0,Churned
CUS0007885,Gold,South,9999,0,0.0,Churned
CUS0007886,Silver,West,204,1,4.55,Champions
CUS0007887,Gold,West,9999,0,0.0,Churned
CUS0007888,Silver,South,9999,0,0.0,Churned
CUS0007889,Gold,Midwest,9999,0,0.0,Churned
CUS0007890,Gold,South,9999,0,0.0,Churned
CUS0007891,Silver,South,9999,0,0.0,Churned
CUS0007892,Gold,West,9999,0,0.0,Churned
CUS0007893,Bronze,South,9999,0,0.0,Churned
CUS0007894,Silver,Northeast,9999,0,0.0,Churned
CUS0007895,Bronze,South,9999,0,0.0,Churned
CUS0007896,Platinum,South,9999,0,0.0,Churned
CUS0007897,Bronze,South,9999,0,0.0,Churned
CUS0007898,Bronze,South,9999,0,0.0,Churned
CUS0007899,Gold,West,9999,0,0.0,Churned
CUS0007900,Gold,West,9999,0,0.0,Churned
CUS0007901,Bronze,Midwest,9999,0,0.0,Churned
CUS0007902,Silver,Midwest,9999,0,0.0,Churned
CUS0007903,Bronze,West,9999,0,0.0,Churned
CUS0007904,Bronze,Midwest,9999,0,0.0,Churned
CUS0007905,Bronze,Northeast,9999,0,0.0,Churned
CUS0007906,Bronze,West,9999,0,0.0,Churned
CUS0007907,Bronze,South,9999,0,0.0,Churned
CUS0007908,Bronze,Northeast,9999,0,0.0,Churned
CUS0007909,Gold,South,9999,0,0.0,Churned
CUS0007910,Bronze,Midwest,9999,0,0.0,Churned
CUS0007911,Bronze,South,9999,0,0.0,Churned
CUS0007912,Gold,South,9999,0,0.0,Churned
CUS0007913,Silver,West,9999,0,0.0,Churned
CUS0007914,Silver,Northeast,9999,0,0.0,Churned
CUS0007915,Bronze,Midwest,9999,0,0.0,Churned
CUS0007916,Silver,West,9999,0,0.0,Churned
CUS0007917,Silver,Northeast,9999,0,0.0,Churned
CUS0007918,Bronze,West,9999,0,0.0,Churned
CUS0007919,Silver,Midwest,9999,0,0.0,Churned
CUS0007920,Silver,South,9999,0,0.0,Churned
CUS0007921,Silver,Midwest,9999,0,0.0,Churned
CUS0007922,Bronze,Midwest,9999,0,0.0,Churned
CUS0007923,Gold,South,9999,0,0.0,Churned
CUS0007924,Gold,West,9999,0,0.0,Churned
CUS0007925,Bronze,Midwest,9999,0,0.0,Churned
CUS0007926,Bronze,West,9999,0,0.0,Churned
CUS0007927,Bronze,Midwest,9999,0,0.0,Churned
CUS0007928,Silver,Northeast,9999,0,0.0,Churned
CUS0007929,Gold,West,9999,0,0.0,Churned
CUS0007930,Bronze,South,9999,0,0.0,Churned
CUS0007931,Silver,Northeast,9999,0,0.0,Churned
CUS0007932,Bronze,Northeast,9999,0,0.0,Churned
CUS0007933,Bronze,West,9999,0,0.0,Churned
CUS0007934,Gold,Northeast,9999,0,0.0,Churned
CUS0007935,Platinum,South,9999,0,0.0,Churned
CUS0007936,Bronze,West,9999,0,0.0,Churned
CUS0007937,Gold,South,9999,0,0.0,Churned
CUS0007938,Silver,West,9999,0,0.0,Churned
CUS0007939,Silver,Northeast,9999,0,0.0,Churned
CUS0007940,Silver,South,9999,0,0.0,Churned
CUS0007941,Silver,Midwest,9999,0,0.0,Churned
CUS0007942,Gold,South,9999,0,0.0,Churned
CUS0007943,Silver,South,9999,0,0.0,Churned
CUS0007944,Gold,West,9999,0,0.0,Churned
CUS0007945,Bronze,Northeast,9999,0,0.0,Churned
CUS0007946,Gold,Midwest,9999,0,0.0,Churned
CUS0007947,Silver,South,9999,0,0.0,Churned
CUS0007948,Platinum,Midwest,9999,0,0.0,Churned
CUS0007949,Silver,Midwest,9999,0,0.0,Churned
CUS0007950,Bronze,West,9999,0,0.0,Churned
CUS0007951,Bronze,West,9999,0,0.0,Churned
CUS0007952,Bronze,Northeast,9999,0,0.0,Churned
CUS0007953,Bronze,West,9999,0,0.0,Churned
CUS0007954,Platinum,West,9999,0,0.0,Churned
CUS0007955,Bronze,Midwest,9999,0,0.0,Churned
CUS0007956,Gold,South,9999,0,0.0,Churned
CUS0007957,Gold,South,9999,0,0.0,Churned
CUS0007958,Bronze,Midwest,9999,0,0.0,Churned
CUS0007959,Gold,Northeast,9999,0,0.0,Churned
CUS0007960,Bronze,South,9999,0,0.0,Churned
CUS0007961,Bronze,Northeast,9999,0,0.0,Churned
CUS0007962,Bronze,West,9999,0,0.0,Churned
CUS0007963,Silver,South,9999,0,0.0,Churned
CUS0007964,Gold,South,9999,0,0.0,Churned
CUS0007965,Bronze,South,9999,0,0.0,Churned
CUS0007966,Bronze,South,9999,0,0.0,Churned
CUS0007967,Bronze,West,274,1,8.31,Champions
CUS0007968,Silver,South,9999,0,0.0,Churned
CUS0007969,Gold,Midwest,9999,0,0.0,Churned
CUS0007970,Bronze,South,9999,0,0.0,Churned
CUS0007971,Silver,Midwest,9999,0,0.0,Churned
CUS0007972,Bronze,West,9999,0,0.0,Churned
CUS0007973,Bronze,South,9999,0,0.0,Churned
CUS0007974,Gold,Midwest,9999,0,0.0,Churned
CUS0007975,Silver,Northeast,9999,0,0.0,Churned
CUS0007976,Gold,Midwest,9999,0,0.0,Churned
CUS0007977,Silver,South,9999,0,0.0,Churned
CUS0007978,Silver,Northeast,423,1,25.44,Champions
CUS0007979,Bronze,West,9999,0,0.0,Churned
CUS0007980,Bronze,South,9999,0,0.0,Churned
CUS0007981,Bronze,South,9999,0,0.0,Churned
CUS0007982,Gold,Northeast,9999,0,0.0,Churned
CUS0007983,Silver,South,9999,0,0.0,Churned
CUS0007984,Bronze,Midwest,9999,0,0.0,Churned
CUS0007985,Bronze,South,9999,0,0.0,Churned
CUS0007986,Gold,South,9999,0,0.0,Churned
CUS0007987,Silver,Midwest,9999,0,0.0,Churned
CUS0007988,Platinum,South,9999,0,0.0,Churned
CUS0007989,Silver,South,9999,0,0.0,Churned
CUS0007990,Bronze,South,9999,0,0.0,Churned
CUS0007991,Gold,West,9999,0,0.0,Churned
CUS0007992,Bronze,Northeast,9999,0,0.0,Churned
CUS0007993,Bronze,South,9999,0,0.0,Churned
CUS0007994,Bronze,West,9999,0,0.0,Churned
CUS0007995,Silver,South,9999,0,0.0,Churned
CUS0007996,Silver,South,9999,0,0.0,Churned
CUS0007997,Bronze,Northeast,9999,0,0.0,Churned
CUS0007998,Silver,Northeast,9999,0,0.0,Churned
CUS0007999,Silver,South,9999,0,0.0,Churned
CUS0008000,Bronze,South,9999,0,0.0,Churned
CUS0008001,Gold,South,9999,0,0.0,Churned
CUS0008002,Bronze,South,9999,0,0.0,Churned
CUS0008003,Silver,Northeast,9999,0,0.0,Churned
CUS0008004,Gold,South,9999,0,0.0,Churned
CUS0008005,Platinum,Midwest,9999,0,0.0,Churned
CUS0008006,Bronze,Northeast,9999,0,0.0,Churned
CUS0008007,Bronze,West,481,1,37.08,Champions
CUS0008008,Bronze,South,9999,0,0.0,Churned
CUS0008009,Bronze,Midwest,9999,0,0.0,Churned
CUS0008010,Silver,South,9999,0,0.0,Churned
CUS0008011,Bronze,West,9999,0,0.0,Churned
CUS0008012,Bronze,Midwest,9999,0,0.0,Churned
CUS0008013,Silver,West,9999,0,0.0,Churned
CUS0008014,Silver,South,9999,0,0.0,Churned
CUS0008015,Silver,Midwest,9999,0,0.0,Churned
CUS0008016,Bronze,South,9999,0,0.0,Churned
CUS0008017,Platinum,South,9999,0,0.0,Churned
CUS0008018,Gold,West,9999,0,0.0,Churned
CUS0008019,Silver,West,9999,0,0.0,Churned
CUS0008020,Silver,South,9999,0,0.0,Churned
CUS0008021,Silver,South,9999,0,0.0,Churned
CUS0008022,Bronze,Midwest,9999,0,0.0,Churned
CUS0008023,Silver,South,407,1,18.53,Champions
CUS0008024,Bronze,West,9999,0,0.0,Churned
CUS0008025,Platinum,West,9999,0,0.0,Churned
CUS0008026,Bronze,Midwest,9999,0,0.0,Churned
CUS0008027,Gold,South,9999,0,0.0,Churned
CUS0008028,Platinum,West,9999,0,0.0,Churned
CUS0008029,Bronze,South,9999,0,0.0,Churned
CUS0008030,Silver,Midwest,9999,0,0.0,Churned
CUS0008031,Silver,Northeast,9999,0,0.0,Churned
CUS0008032,Bronze,West,9999,0,0.0,Churned
CUS0008033,Silver,South,9999,0,0.0,Churned
CUS0008034,Silver,West,9999,0,0.0,Churned
CUS0008035,Bronze,Northeast,9999,0,0.0,Churned
CUS0008036,Bronze,South,9999,0,0.0,Churned
CUS0008037,Bronze,West,9999,0,0.0,Churned
CUS0008038,Bronze,South,9999,0,0.0,Churned
CUS0008039,Bronze,Midwest,9999,0,0.0,Churned
CUS0008040,Bronze,Midwest,9999,0,0.0,Churned
CUS0008041,Silver,Northeast,9999,0,0.0,Churned
CUS0008042,Gold,Northeast,9999,0,0.0,Churned
CUS0008043,Platinum,Midwest,9999,0,0.0,Churned
CUS0008044,Gold,South,9999,0,0.0,Churned
CUS0008045,Gold,West,9999,0,0.0,Churned
CUS0008046,Silver,West,9999,0,0.0,Churned
CUS0008047,Silver,Northeast,9999,0,0.0,Churned
CUS0008048,Bronze,Midwest,9999,0,0.0,Churned
CUS0008049,Silver,Northeast,9999,0,0.0,Churned
CUS0008050,Silver,Midwest,9999,0,0.0,Churned
CUS0008051,Bronze,South,9999,0,0.0,Churned
CUS0008052,Silver,South,9999,0,0.0,Churned
CUS0008053,Silver,West,9999,0,0.0,Churned
CUS0008054,Bronze,Northeast,329,1,3.99,Champions
CUS0008055,Silver,South,9999,0,0.0,Churned
CUS0008056,Silver,West,9999,0,0.0,Churned
CUS0008057,Gold,Midwest,9999,0,0.0,Churned
CUS0008058,Gold,West,9999,0,0.0,Churned
CUS0008059,Gold,South,9999,0,0.0,Churned
CUS0008060,Silver,Midwest,9999,0,0.0,Churned
CUS0008061,Bronze,South,9999,0,0.0,Churned
CUS0008062,Gold,Northeast,9999,0,0.0,Churned
CUS0008063,Gold,South,9999,0,0.0,Churned
CUS0008064,Silver,South,9999,0,0.0,Churned
CUS0008065,Silver,Midwest,9999,0,0.0,Churned
CUS0008066,Silver,South,9999,0,0.0,Churned
CUS0008067,Bronze,West,9999,0,0.0,Churned
CUS0008068,Bronze,West,9999,0,0.0,Churned
CUS0008069,Bronze,West,9999,0,0.0,Churned
CUS0008070,Silver,Northeast,19,1,7.13,Champions
CUS0008071,Bronze,Midwest,9999,0,0.0,Churned
CUS0008072,Bronze,South,9999,0,0.0,Churned
CUS0008073,Gold,Northeast,9999,0,0.0,Churned
CUS0008074,Gold,West,9999,0,0.0,Churned
CUS0008075,Bronze,South,9999,0,0.0,Churned
CUS0008076,Silver,Midwest,9999,0,0.0,Churned
CUS0008077,Gold,West,9999,0,0.0,Churned
CUS0008078,Gold,South,9999,0,0.0,Churned
CUS0008079,Gold,West,9999,0,0.0,Churned
CUS0008080,Gold,South,9999,0,0.0,Churned
CUS0008081,Silver,West,9999,0,0.0,Churned
CUS0008082,Bronze,West,9999,0,0.0,Churned
CUS0008083,Bronze,West,9999,0,0.0,Churned
CUS0008084,Bronze,West,9999,0,0.0,Churned
CUS0008085,Bronze,South,9999,0,0.0,Churned
CUS0008086,Silver,West,9999,0,0.0,Churned
CUS0008087,Bronze,Midwest,9999,0,0.0,Churned
CUS0008088,Bronze,Northeast,9999,0,0.0,Churned
CUS0008089,Platinum,South,9999,0,0.0,Churned
CUS0008090,Bronze,Northeast,9999,0,0.0,Churned
CUS0008091,Silver,Midwest,9999,0,0.0,Churned
CUS0008092,Bronze,South,9999,0,0.0,Churned
CUS0008093,Silver,Midwest,9999,0,0.0,Churned
CUS0008094,Platinum,Northeast,9999,0,0.0,Churned
CUS0008095,Bronze,Midwest,9999,0,0.0,Churned
CUS0008096,Silver,South,9999,0,0.0,Churned
CUS0008097,Gold,South,9999,0,0.0,Churned
CUS0008098,Bronze,Midwest,9999,0,0.0,Churned
CUS0008099,Gold,South,9999,0,0.0,Churned
CUS0008100,Silver,Midwest,9999,0,0.0,Churned
CUS0008101,Bronze,South,9999,0,0.0,Churned
CUS0008102,Silver,Midwest,9999,0,0.0,Churned
CUS0008103,Platinum,Northeast,9999,0,0.0,Churned
CUS0008104,Silver,Midwest,9999,0,0.0,Churned
CUS0008105,Bronze,West,9999,0,0.0,Churned
CUS0008106,Gold,South,9999,0,0.0,Churned
CUS0008107,Gold,South,9999,0,0.0,Churned
CUS0008108,Silver,Northeast,9999,0,0.0,Churned
CUS0008109,Bronze,Northeast,9999,0,0.0,Churned
CUS0008110,Gold,South,9999,0,0.0,Churned
CUS0008111,Silver,South,9999,0,0.0,Churned
CUS0008112,Silver,South,9999,0,0.0,Churned
CUS0008113,Gold,West,9999,0,0.0,Churned
CUS0008114,Bronze,West,9999,0,0.0,Churned
CUS0008115,Platinum,Northeast,9999,0,0.0,Churned
CUS0008116,Silver,Midwest,9999,0,0.0,Churned
CUS0008117,Gold,West,9999,0,0.0,Churned
CUS0008118,Bronze,West,9999,0,0.0,Churned
CUS0008119,Bronze,Midwest,9999,0,0.0,Churned
CUS0008120,Bronze,West,9999,0,0.0,Churned
CUS0008121,Gold,South,9999,0,0.0,Churned
CUS0008122,Platinum,South,9999,0,0.0,Churned
CUS0008123,Platinum,South,9999,0,0.0,Churned
CUS0008124,Silver,Midwest,9999,0,0.0,Churned
CUS0008125,Silver,South,9999,0,0.0,Churned
CUS0008126,Bronze,South,9999,0,0.0,Churned
CUS0008127,Gold,South,9999,0,0.0,Churned
CUS0008128,Bronze,Northeast,9999,0,0.0,Churned
CUS0008129,Bronze,South,9999,0,0.0,Churned
CUS0008130,Silver,Northeast,9999,0,0.0,Churned
CUS0008131,Bronze,South,9999,0,0.0,Churned
CUS0008132,Silver,West,9999,0,0.0,Churned
CUS0008133,Gold,South,9999,0,0.0,Churned
CUS0008134,Gold,South,9999,0,0.0,Churned
CUS0008135,Bronze,South,9999,0,0.0,Churned
CUS0008136,Bronze,South,9999,0,0.0,Churned
CUS0008137,Gold,West,9999,0,0.0,Churned
CUS0008138,Bronze,West,9999,0,0.0,Churned
CUS0008139,Gold,South,9999,0,0.0,Churned
CUS0008140,Silver,South,9999,0,0.0,Churned
CUS0008141,Platinum,Midwest,9999,0,0.0,Churned
CUS0008142,Bronze,Northeast,9999,0,0.0,Churned
CUS0008143,Bronze,Northeast,513,1,7.96,Champions
CUS0008144,Gold,Midwest,9999,0,0.0,Churned
CUS0008145,Bronze,Northeast,9999,0,0.0,Churned
CUS0008146,Bronze,South,9999,0,0.0,Churned
CUS0008147,Silver,Northeast,9999,0,0.0,Churned
CUS0008148,Platinum,West,9999,0,0.0,Churned
CUS0008149,Bronze,Midwest,9999,0,0.0,Churned
CUS0008150,Gold,West,9999,0,0.0,Churned
CUS0008151,Bronze,Northeast,9999,0,0.0,Churned
CUS0008152,Silver,Northeast,9999,0,0.0,Churned
CUS0008153,Bronze,West,9999,0,0.0,Churned
CUS0008154,Silver,South,9999,0,0.0,Churned
CUS0008155,Bronze,Northeast,9999,0,0.0,Churned
CUS0008156,Bronze,West,9999,0,0.0,Churned
CUS0008157,Bronze,South,9999,0,0.0,Churned
CUS0008158,Bronze,South,9999,0,0.0,Churned
CUS0008159,Bronze,South,9999,0,0.0,Churned
CUS0008160,Bronze,South,9999,0,0.0,Churned
CUS0008161,Bronze,Northeast,9999,0,0.0,Churned
CUS0008162,Bronze,West,9999,0,0.0,Churned
CUS0008163,Platinum,West,183,2,98.49,Champions
CUS0008164,Gold,South,9999,0,0.0,Churned
CUS0008165,Bronze,South,9999,0,0.0,Churned
CUS0008166,Gold,West,9999,0,0.0,Churned
CUS0008167,Bronze,Northeast,9999,0,0.0,Churned
CUS0008168,Bronze,West,9999,0,0.0,Churned
CUS0008169,Bronze,West,9999,0,0.0,Churned
CUS0008170,Bronze,South,9999,0,0.0,Churned
CUS0008171,Platinum,South,9999,0,0.0,Churned
CUS0008172,Gold,South,9999,0,0.0,Churned
CUS0008173,Bronze,West,9999,0,0.0,Churned
CUS0008174,Bronze,West,9999,0,0.0,Churned
CUS0008175,Platinum,South,9999,0,0.0,Churned
CUS0008176,Bronze,West,9999,0,0.0,Churned
CUS0008177,Silver,Midwest,9999,0,0.0,Churned
CUS0008178,Bronze,South,9999,0,0.0,Churned
CUS0008179,Silver,West,9999,0,0.0,Churned
CUS0008180,Silver,South,9999,0,0.0,Churned
CUS0008181,Silver,South,9999,0,0.0,Churned
CUS0008182,Silver,South,9999,0,0.0,Churned
CUS0008183,Bronze,South,9999,0,0.0,Churned
CUS0008184,Bronze,Northeast,9999,0,0.0,Churned
CUS0008185,Bronze,South,9999,0,0.0,Churned
CUS0008186,Gold,South,9999,0,0.0,Churned
CUS0008187,Silver,West,9999,0,0.0,Churned
CUS0008188,Gold,South,9999,0,0.0,Churned
CUS0008189,Bronze,South,9999,0,0.0,Churned
CUS0008190,Gold,South,9999,0,0.0,Churned
CUS0008191,Silver,West,9999,0,0.0,Churned
CUS0008192,Platinum,South,9999,0,0.0,Churned
CUS0008193,Bronze,South,9999,0,0.0,Churned
CUS0008194,Bronze,Midwest,9999,0,0.0,Churned
CUS0008195,Silver,West,9999,0,0.0,Churned
CUS0008196,Silver,South,9999,0,0.0,Churned
CUS0008197,Bronze,Northeast,9999,0,0.0,Churned
CUS0008198,Gold,Northeast,9999,0,0.0,Churned
CUS0008199,Bronze,South,9999,0,0.0,Churned
CUS0008200,Bronze,South,9999,0,0.0,Churned
CUS0008201,Gold,Midwest,9999,0,0.0,Churned
CUS0008202,Platinum,Northeast,9999,0,0.0,Churned
CUS0008203,Bronze,South,9999,0,0.0,Churned
CUS0008204,Platinum,Northeast,9999,0,0.0,Churned
CUS0008205,Bronze,South,9999,0,0.0,Churned
CUS0008206,Gold,West,9999,0,0.0,Churned
CUS0008207,Bronze,South,9999,0,0.0,Churned
CUS0008208,Bronze,Northeast,9999,0,0.0,Churned
CUS0008209,Bronze,South,9999,0,0.0,Churned
CUS0008210,Bronze,Northeast,9999,0,0.0,Churned
CUS0008211,Bronze,West,9999,0,0.0,Churned
CUS0008212,Bronze,South,9999,0,0.0,Churned
CUS0008213,Silver,Midwest,9999,0,0.0,Churned
CUS0008214,Bronze,South,9999,0,0.0,Churned
CUS0008215,Silver,Midwest,9999,0,0.0,Churned
CUS0008216,Gold,Midwest,9999,0,0.0,Churned
CUS0008217,Bronze,Midwest,9999,0,0.0,Churned
CUS0008218,Bronze,South,9999,0,0.0,Churned
CUS0008219,Bronze,South,9999,0,0.0,Churned
CUS0008220,Silver,Northeast,9999,0,0.0,Churned
CUS0008221,Gold,West,9999,0,0.0,Churned
CUS0008222,Silver,Midwest,9999,0,0.0,Churned
CUS0008223,Silver,West,9999,0,0.0,Churned
CUS0008224,Bronze,Midwest,9999,0,0.0,Churned
CUS0008225,Gold,South,9999,0,0.0,Churned
CUS0008226,Bronze,South,9999,0,0.0,Churned
CUS0008227,Bronze,South,9999,0,0.0,Churned
CUS0008228,Bronze,Midwest,9999,0,0.0,Churned
CUS0008229,Bronze,South,9999,0,0.0,Churned
CUS0008230,Silver,South,9999,0,0.0,Churned
