campaign_id,campaign_name,campaign_type,daily_budget,target_acos,impressions,clicks,cart_adds,purchases,spend,ctr,cvr,cpc,revenue,roas,acos
CAM00004,Ross Essentials | Video | Feb 2025,Video,8926.22,0.492,192767,665,80,23,652.497271,0.003449760591802539,0.03458646616541353,0.9811989037593984,738.62,1.1319894087342475,0.8834004914570415
CAM00078,Baker Labs | Sponsored Brand | Jul 2024,Sponsored Brand,822.48,0.38,15880,111,16,7,44.36041399999999,0.00698992443324937,0.06306306306306306,0.3996433693693693,39.64,0.8935894962567303,1.1190820887991926
CAM00007,Williams and Sons Naturals | Display | Jun 2024,Display,1121.25,0.401,21519,77,7,2,43.624705,0.0035782331892745944,0.025974025974025976,0.5665546103896104,35.28,0.8087160704009345,1.2365279195011336
CAM00185,Dudley Group Naturals | Sponsored Brand | May 2025,Sponsored Brand,1078.58,0.3,19002,102,11,6,43.04087200000001,0.0053678560151563,0.058823529411764705,0.4219693333333334,282.32,6.55934666007696,0.15245420799093232
CAM00068,Frazier Inc Naturals | Sponsored Product | Mar 2024,Sponsored Product,1038.92,0.303,19832,145,20,7,41.13796500000001,0.007311415893505446,0.04827586206896552,0.2837101034482759,190.31,4.626140354779337,0.2161629183963008
CAM00034,Frazier Inc Naturals | Sponsored Product | Dec 2024,Sponsored Product,1065.0,0.268,20347,137,22,7,40.716981,0.006733179338477417,0.051094890510948905,0.2972042408759124,199.47000000000003,4.898938848142991,0.20412583847195062
CAM00179,Ferrell Foods | Display | May 2024,Display,1100.61,0.37,21037,66,8,6,40.441261999999995,0.0031373294671293434,0.09090909090909091,0.6127463939393939,83.17,2.0565629232836504,0.4862481904532884
CAM00073,Galloway-Wyatt Consumer | Display | Jun 2024,Display,1146.59,0.427,22008,53,7,0,39.254442000000004,0.0024082151944747367,0.0,0.7406498490566038,0.0,0.0,
CAM00256,Dyer Labs | Sponsored Brand | Apr 2025,Sponsored Brand,785.8,0.227,15145,92,24,13,39.168494,0.006074612083195774,0.14130434782608695,0.4257445,650.98,16.61999054648361,0.0601685059448831
CAM00241,Doyle Ltd Brands | Display | Oct 2024,Display,947.91,0.399,18539,72,7,1,38.475570000000005,0.003883704622687308,0.013888888888888888,0.5343829166666667,19.92,0.5177311213323156,1.9315045180722892
CAM00161,Ferrell Foods | Sponsored Product | Oct 2024,Sponsored Product,911.18,0.248,17792,136,17,5,38.10074,0.007643884892086331,0.03676470588235294,0.2801525,29.080000000000002,0.7632397690963483,1.310204264099037
CAM00223,Perez Inc Naturals | Sponsored Brand | Jan 2025,Sponsored Brand,985.82,0.316,17330,87,11,1,37.369094,0.005020196191575303,0.011494252873563218,0.429529816091954,12.48,0.3339658167789672,2.994318429487179
CAM00029,Allen-Allen Essentials | Sponsored Brand | Jul 2024,Sponsored Brand,671.32,0.345,12818,98,19,9,37.180265000000006,0.007645498517709471,0.09183673469387756,0.37939045918367353,190.86,5.13336846846035,0.1948038614691397
CAM00230,Rodriguez Labs | Sponsored Product | Feb 2024,Sponsored Product,1103.36,0.241,19406,140,22,7,37.05057099999999,0.007214263629805215,0.05,0.26464693571428566,231.28,6.242278965147395,0.16019790297474917
CAM00065,Harrell LLC Consumer | Display | Jun 2024,Display,925.41,0.343,17993,66,3,0,36.565298,0.0036680931473350746,0.0,0.5540196666666667,0.0,0.0,
CAM00059,Ferrell Foods | Display | Nov 2024,Display,892.02,0.386,17137,68,9,4,36.284413,0.003968022407655949,0.058823529411764705,0.5335943088235294,25.48,0.7022299079221703,1.4240350470957615
CAM00221,Doyle Ltd Brands | Display | Feb 2025,Display,963.29,0.396,18480,60,4,0,36.192376,0.003246753246753247,0.0,0.6032062666666668,0.0,0.0,
CAM00233,Walter Naturals | Display | Dec 2024,Display,1098.65,0.334,19690,66,5,2,36.083427,0.0033519553072625698,0.030303030303030304,0.5467185909090909,18.25,0.5057723591498113,1.977174082191781
CAM00290,Perez Inc Naturals | Sponsored Brand | Dec 2024,Sponsored Brand,928.96,0.298,16395,86,8,2,35.844303000000004,0.005245501677340653,0.023255813953488372,0.4167942209302326,35.92,1.002111827924231,0.9978926224944321
CAM00154,Burton Ltd Labs | Sponsored Product | May 2025,Sponsored Product,1013.13,0.233,18074,143,19,6,35.819156,0.007911917671793736,0.04195804195804196,0.2504836083916084,252.57,7.05125492069104,0.14181872748149027
CAM00283,Baker and Sons Naturals | Sponsored Brand | Dec 2024,Sponsored Brand,603.74,0.274,11434,95,14,5,34.948837,0.00830855343711737,0.05263157894736842,0.3678824947368421,49.88,1.4272291807592912,0.7006583199679229
CAM00117,Rodriguez LLC Foods | Sponsored Product | Apr 2024,Sponsored Product,1021.63,0.258,18109,133,16,7,34.69261199999999,0.007344414379590259,0.05263157894736842,0.26084670676691724,142.51,4.1077910190215725,0.2434398428180478
CAM00206,Snyder Consumer | Sponsored Product | May 2025,Sponsored Product,1021.81,0.255,18095,138,12,7,34.642137000000005,0.007626416137054435,0.050724637681159424,0.2510299782608696,372.96,10.766079471367483,0.09288432271557273
CAM00225,Mcclure Labs | Sponsored Product | Oct 2024,Sponsored Product,1061.47,0.219,18638,120,15,4,33.489878,0.00643845906213113,0.03333333333333333,0.27908231666666666,52.26,1.5604714952977734,0.6408319556065825
CAM00100,Blair PLC Consumer | Display | Feb 2025,Display,972.38,0.38,18615,46,3,1,33.425332,0.00247112543647596,0.021739130434782608,0.726637652173913,22.79,0.6818182090158447,1.4666666081614743
CAM00014,Ryan PLC Foods | Sponsored Product | Dec 2024,Sponsored Product,907.84,0.235,17479,108,15,3,33.282184,0.006178843183248469,0.027777777777777776,0.30816837037037037,41.41,1.2442092141549363,0.80372335184738
CAM00003,Reid Brands | Sponsored Brand | Jan 2025,Sponsored Brand,919.39,0.303,16083,73,15,9,33.09395800000001,0.004538954175216067,0.1232876712328767,0.453341890410959,110.95,3.352575717899925,0.2982781252816585
CAM00137,Anderson Group Naturals | Sponsored Product | Mar 2024,Sponsored Product,783.98,0.218,14946,119,22,10,33.031071000000004,0.007961996520808243,0.08403361344537816,0.27757202521008406,79.68,2.4122741887479213,0.41454657379518073
CAM00275,Watts Labs | Display | Sep 2024,Display,850.17,0.407,16279,57,8,2,32.764275999999995,0.0035014435776153327,0.03508771929824561,0.5748118596491227,109.52,3.342665041644748,0.2991624908692476
CAM00114,Anderson Group Naturals | Sponsored Product | Mar 2025,Sponsored Product,782.58,0.268,15018,121,26,14,32.686441,0.008056998268744174,0.11570247933884298,0.2701358760330579,110.71000000000001,3.387031338162512,0.2952437991148044
CAM00229,Mcclain Labs | Sponsored Product | Jul 2024,Sponsored Product,985.1,0.161,17340,122,16,5,32.312331,0.007035755478662053,0.040983606557377046,0.26485517213114756,54.629999999999995,1.6906858251730583,0.5914759472817134
CAM00051,Baker and Sons Naturals | Sponsored Product | May 2025,Sponsored Product,747.18,0.326,14140,118,23,8,31.990941999999997,0.008345120226308345,0.06779661016949153,0.2711096779661017,90.27,2.821736227710957,0.3543917359034009
CAM00090,Dyer Labs | Display | Apr 2025,Display,864.43,0.418,16745,51,6,1,31.989648000000003,0.003045685279187817,0.0196078431372549,0.627248,10.05,0.3141641320967333,3.183049552238806
CAM00270,Frazier Inc Naturals | Sponsored Product | Feb 2024,Sponsored Product,737.34,0.262,14109,120,16,7,31.836288,0.00850520944078248,0.058333333333333334,0.2653024,119.61,3.7570334833005656,0.2661674441936293
CAM00009,Romero Essentials | Display | Apr 2025,Display,1043.49,0.334,18714,52,5,2,31.771584999999995,0.002778668376616437,0.038461538461538464,0.6109920192307692,15.07,0.4743232042090441,2.1082670869276705
CAM00215,Williams and Sons Naturals | Display | Apr 2025,Display,824.75,0.415,15668,55,4,3,31.519633000000002,0.00351033954557059,0.05454545454545454,0.5730842363636364,72.25999999999999,2.2925393833107126,0.43619752283420987
CAM00280,Adams Labs | Sponsored Product | Nov 2024,Sponsored Product,947.17,0.265,16718,114,20,11,31.213116999999997,0.006818997487737768,0.09649122807017543,0.27379927192982456,125.37,4.016580593344779,0.2489679907473877
CAM00115,Allen-Allen Essentials | Sponsored Product | Apr 2024,Sponsored Product,777.71,0.3,14829,112,15,6,31.197194,0.007552768224425113,0.05357142857142857,0.278546375,123.53,3.9596509865598812,0.2525475107261394
CAM00293,Henderson Brands | Sponsored Product | Apr 2025,Sponsored Product,884.12,0.232,15683,122,16,4,31.02593700000001,0.007779123892112478,0.03278688524590164,0.2543109590163935,173.11,5.5795252855699395,0.1792267171162845
CAM00172,Adams Labs | Display | Jun 2024,Display,941.44,0.384,16725,56,7,2,30.553827,0.0033482810164424514,0.03571428571428571,0.5456040535714285,66.95,2.1912148681080117,0.4563678416728902
CAM00124,Ryan PLC Foods | Sponsored Product | Nov 2024,Sponsored Product,720.03,0.275,13702,113,16,7,30.529129000000005,0.008246971245073712,0.061946902654867256,0.27016928318584077,136.55,4.472777457882929,0.2235747272061516
CAM00079,Gardner Consumer | Display | Feb 2025,Display,964.73,0.343,16845,54,8,1,30.298482,0.0032056990204808546,0.018518518518518517,0.561083,17.94,0.5921088719890324,1.6888785953177257
CAM00248,Rodriguez LLC Foods | Sponsored Product | Dec 2024,Sponsored Product,957.95,0.228,16742,112,22,9,30.285551,0.006689762274519173,0.08035714285714286,0.2704067053571429,311.93,10.299631002255827,0.0970908569230276
CAM00235,Ryan PLC Foods | Sponsored Brand | Jan 2025,Sponsored Brand,633.7,0.307,12067,72,10,3,30.276652000000002,0.005966686003149084,0.041666666666666664,0.42050905555555557,40.28,1.3303980902511943,0.7516547169811321
CAM00239,Baker and Sons Naturals | Sponsored Product | Apr 2024,Sponsored Product,718.56,0.251,13702,102,10,6,28.659111999999997,0.007444168734491315,0.058823529411764705,0.28097168627450975,55.89,1.9501650993233848,0.5127770978708176
CAM00169,Reid Brands | Sponsored Product | Sep 2024,Sponsored Product,860.22,0.179,15101,108,14,9,28.581634,0.00715184424872525,0.08333333333333333,0.2646447592592593,99.03999999999999,3.4651622786856757,0.28858677302100166
CAM00238,Rodriguez Labs | Sponsored Product | Nov 2024,Sponsored Product,811.76,0.161,14419,105,16,10,27.868322999999997,0.007282058395173036,0.09523809523809523,0.26541259999999994,210.85,7.565937857114689,0.13217132084420202
CAM00279,Baker Labs | Display | Nov 2024,Display,702.26,0.362,13528,51,6,4,27.752395000000003,0.003769958604376109,0.0784313725490196,0.5441646078431374,38.24,1.3778990966365243,0.7257425470711297
CAM00053,Perez Inc Naturals | Sponsored Product | Feb 2024,Sponsored Product,845.02,0.204,15059,102,17,9,27.184587000000004,0.006773358124709476,0.08823529411764706,0.26651555882352945,394.60999999999996,14.51594611314124,0.0688897569752414
CAM00069,Arnold Ltd Naturals | Display | Apr 2024,Display,880.72,0.389,15439,41,7,2,26.079917000000002,0.0026556124101301897,0.04878048780487805,0.6360955365853659,27.67,1.060969634220845,0.9425340440910733
CAM00243,Allen-Allen Essentials | Sponsored Product | Jul 2024,Sponsored Product,657.91,0.275,12677,90,16,3,25.683651,0.00709947148378954,0.03333333333333333,0.2853739,17.610000000000003,0.6856501826784674,1.4584696763202725
CAM00122,Mcclure Labs | Sponsored Product | May 2025,Sponsored Product,665.69,0.249,11768,107,12,5,25.519003000000005,0.009092454112848402,0.04672897196261682,0.23849535514018697,89.03,3.4887726609068537,0.2866337526676402
CAM00134,Reid Brands | Sponsored Product | Jul 2024,Sponsored Product,677.54,0.222,11907,101,13,4,24.687867,0.008482405307802133,0.039603960396039604,0.24443432673267326,44.6,1.80655542254825,0.5535396188340808
CAM00236,Davis and Sons Naturals | Sponsored Product | Aug 2024,Sponsored Product,709.99,0.193,12378,91,13,4,23.932937000000003,0.007351753110357085,0.04395604395604396,0.2629993076923077,33.41,1.395984120127003,0.7163405267883869
CAM00245,Walter Naturals | Sponsored Product | Jan 2025,Sponsored Product,720.49,0.221,12717,87,15,7,23.613124999999997,0.006841236140599198,0.08045977011494253,0.27141522988505745,182.6,7.732987480479607,0.12931612814895946
CAM00144,Blake and Sons Naturals | Sponsored Product | Jan 2024,Sponsored Product,703.85,0.21,12461,85,15,5,23.255900000000004,0.0068212824010914054,0.058823529411764705,0.27359882352941184,116.96000000000001,5.02926139173285,0.19883635430916555
CAM00228,Mcclure Labs | Sponsored Product | Nov 2024,Sponsored Product,691.47,0.229,12281,83,12,7,22.376042000000005,0.006758407295822816,0.08433734939759036,0.2695908674698796,169.18,7.560765214866864,0.13226174488710252
CAM00165,Gray-Mayo Foods | Sponsored Brand | Jun 2024,Sponsored Brand,575.64,0.411,10082,51,7,4,21.996913000000003,0.00505852013489387,0.0784313725490196,0.4313120196078432,60.11,2.7326561686178414,0.3659443187489603
CAM00214,Walter Naturals | Display | Apr 2025,Display,695.65,0.403,12289,39,5,1,21.705812999999996,0.003173569859223696,0.02564102564102564,0.5565593076923075,29.46,1.357240108905389,0.7367893075356414
CAM00250,Spence PLC Foods | Display | May 2025,Display,775.16,0.358,13703,28,2,1,21.673029999999997,0.0020433481719331534,0.03571428571428571,0.7740367857142856,98.64,4.551278709068368,0.21971847120843468
CAM00204,George Group Essentials | Sponsored Product | Apr 2025,Sponsored Product,706.74,0.262,12534,75,7,1,21.603691,0.005983724269985639,0.013333333333333334,0.28804921333333333,20.58,0.9526149952802045,1.0497420310981538
CAM00191,Snyder Consumer | Sponsored Product | Apr 2025,Sponsored Product,563.82,0.288,9978,81,12,7,20.367718999999997,0.008117859290438966,0.08641975308641975,0.25145332098765427,615.4399999999999,30.216442008061875,0.03309456486416223
CAM00254,Spence PLC Foods | Display | May 2024,Display,645.05,0.402,11496,33,2,1,20.132118,0.002870563674321503,0.030303030303030304,0.6100641818181818,10.73,0.5329791927506088,1.876245852749301
CAM00049,Davis and Sons Naturals | Sponsored Product | Feb 2024,Sponsored Product,587.88,0.287,10382,75,6,0,19.676278,0.007224041610479676,0.0,0.26235037333333333,0.0,0.0,
CAM00259,Dudley Group Naturals | Sponsored Product | Apr 2024,Sponsored Product,642.24,0.246,11242,64,7,3,19.081746,0.005692937199786515,0.046875,0.29815228125,64.93,3.4027284505306805,0.2938818111812721
CAM00123,James Group Foods | Display | Jan 2024,Display,584.14,0.408,10492,33,3,1,18.510778,0.0031452535264963784,0.030303030303030304,0.5609326666666666,10.91,0.5893863564243491,1.696679926672777
CAM00269,Arroyo Essentials | Sponsored Brand | Apr 2025,Sponsored Brand,483.18,0.298,8475,44,11,2,18.216291000000002,0.005191740412979351,0.045454545454545456,0.41400661363636365,128.26999999999998,7.041499282153539,0.14201521010368756
CAM00141,Rodriguez LLC Foods | Sponsored Brand | May 2025,Sponsored Brand,468.48,0.31,8066,43,3,0,17.973069,0.005331019092486983,0.0,0.4179783488372093,0.0,0.0,
CAM00021,Hickman Ltd Naturals | Sponsored Product | Sep 2024,Sponsored Product,515.34,0.276,9102,71,11,3,17.957345999999998,0.007800483410239508,0.04225352112676056,0.25292036619718306,116.72,6.4998469150173985,0.15384977724468812
CAM00119,Romero Essentials | Sponsored Product | Jan 2025,Sponsored Product,533.93,0.166,9342,65,7,3,17.777843000000004,0.006957824876900022,0.046153846153846156,0.27350527692307697,27.82,1.5648692588859061,0.6390310208483108
CAM00109,Adams Labs | Video | Jun 2024,Video,298.09,0.327,5437,26,5,2,17.743292,0.004782048924038992,0.07692307692307693,0.6824343076923077,10.89,0.6137530735559106,1.6293197428833792
CAM00187,Gray-Mayo Foods | Video | May 2025,Video,379.55,0.416,6750,17,2,0,17.695140000000002,0.0025185185185185185,0.0,1.0408905882352943,0.0,0.0,
CAM00292,Perez Inc Naturals | Sponsored Product | Mar 2024,Sponsored Product,548.45,0.259,9758,61,5,1,17.392996000000004,0.00625128100020496,0.01639344262295082,0.28513108196721315,65.24,3.750935146538295,0.2666001839362355
CAM00199,Blake and Sons Naturals | Sponsored Product | Jan 2024,Sponsored Product,511.8,0.22,9142,66,3,1,17.327331,0.007219426821264493,0.015151515151515152,0.2625353181818182,19.6,1.131160938750463,0.8840475
CAM00077,Arnold Ltd Naturals | Sponsored Brand | May 2024,Sponsored Brand,471.95,0.322,8389,37,7,4,17.105825999999997,0.004410537608773394,0.10810810810810811,0.46231962162162155,101.62,5.940666063129604,0.16833129305254868
CAM00176,Walter Naturals | Display | Apr 2025,Display,580.4,0.358,10231,25,1,0,16.788339,0.00244355390479914,0.0,0.67153356,0.0,0.0,
CAM00024,Gray-Mayo Foods | Display | Jun 2024,Display,492.32,0.342,8807,34,6,2,16.710517,0.0038605654592937435,0.058823529411764705,0.49148579411764703,101.62,6.081200240543127,0.16444122220035426
CAM00012,George Group Essentials | Video | Nov 2024,Video,336.25,0.421,6019,19,4,1,16.558587999999997,0.0031566705432796147,0.05263157894736842,0.8715046315789472,24.56,1.4832182550831028,0.6742096091205211
CAM00102,Blake and Sons Naturals | Sponsored Product | Nov 2024,Sponsored Product,478.84,0.223,8528,63,12,6,16.489373999999998,0.007387429643527205,0.09523809523809523,0.2617360952380952,202.82999999999998,12.300648890612829,0.08129652418281319
CAM00207,Gray-Mayo Foods | Sponsored Product | Oct 2024,Sponsored Product,573.59,0.236,10274,52,5,3,16.322963,0.005061319836480436,0.057692307692307696,0.31390313461538466,28.09,1.72088854211089,0.5810951584193664
CAM00272,Blake and Sons Naturals | Video | Apr 2024,Video,342.13,0.502,5870,20,2,1,16.188043,0.0034071550255536627,0.05,0.80940215,45.35,2.801450428566319,0.3569579492833517
CAM00200,Reid Brands | Video | May 2024,Video,356.29,0.47,6277,15,2,0,15.980108000000001,0.0023896765971005256,0.0,1.0653405333333335,0.0,0.0,
CAM00017,Hickman Ltd Naturals | Sponsored Product | Apr 2025,Sponsored Product,485.23,0.295,8425,59,6,2,15.938632,0.007002967359050445,0.03389830508474576,0.27014630508474574,65.32,4.098218717892476,0.2440084507042254
CAM00260,Rodriguez Labs | Sponsored Product | Nov 2024,Sponsored Product,448.26,0.227,7955,60,3,0,15.610122999999998,0.00754242614707731,0.0,0.26016871666666663,0.0,0.0,
CAM00190,Snyder Consumer | Sponsored Product | Jan 2024,Sponsored Product,512.05,0.226,8985,57,9,3,15.595577999999998,0.006343906510851419,0.05263157894736842,0.2736066315789473,143.79,9.219921185351387,0.1084607969956186
CAM00132,Rodriguez Labs | Sponsored Product | Mar 2024,Sponsored Product,484.74,0.286,8336,59,12,2,15.530362999999998,0.007077735124760077,0.03389830508474576,0.2632264915254237,18.97,1.2214782101358481,0.8186801792303636
CAM00036,Rodriguez LLC Foods | Display | Apr 2025,Display,533.71,0.332,9320,24,3,1,15.466598999999999,0.002575107296137339,0.041666666666666664,0.6444416249999999,69.1,4.467691959945428,0.22382921852387844
CAM00118,Arroyo Essentials | Display | Apr 2025,Display,484.88,0.356,8429,28,4,1,15.432019,0.003321864989915767,0.03571428571428571,0.5511435357142858,23.3,1.50984780410133,0.6623184120171673
CAM00067,Dudley Group Naturals | Sponsored Product | Dec 2024,Sponsored Product,399.55,0.344,7056,63,8,1,15.361366000000002,0.008928571428571428,0.015873015873015872,0.24383120634920638,7.01,0.45633962500470326,2.1913503566333814
CAM00285,James Group Foods | Sponsored Product | May 2025,Sponsored Product,520.73,0.238,9241,50,10,3,15.312349000000003,0.005410669840926307,0.06,0.30624698000000006,28.87,1.885406347517288,0.5303896432282648
CAM00210,Burton Ltd Labs | Sponsored Product | Apr 2025,Sponsored Product,418.95,0.242,7395,60,7,2,15.282294000000004,0.008113590263691683,0.03333333333333333,0.25470490000000007,283.68,18.562658197781037,0.05387159475465314
CAM00082,Mcclain Labs | Display | May 2025,Display,497.37,0.404,8780,24,1,1,14.780537,0.002733485193621868,0.041666666666666664,0.6158557083333334,13.6,0.9201289506599116,1.0868041911764708
CAM00244,Henderson Brands | Sponsored Product | Oct 2024,Sponsored Product,492.45,0.159,8592,50,5,2,14.700938000000003,0.005819366852886406,0.04,0.29401876000000005,125.51,8.537550461065816,0.11712961517010598
CAM00247,Adams Labs | Video | Oct 2024,Video,270.42,0.511,4792,19,5,2,14.518230999999998,0.003964941569282137,0.10526315789473684,0.7641174210526315,13.59,0.936064455786659,1.0683025018395877
CAM00262,Burton Ltd Labs | Sponsored Product | May 2025,Sponsored Product,410.92,0.261,7143,58,6,1,14.439818,0.008119837603247936,0.017241379310344827,0.24896237931034484,11.74,0.8130296379081786,1.229967461669506
CAM00170,Reid Brands | Sponsored Product | Sep 2024,Sponsored Product,449.15,0.243,7928,54,6,2,14.395291000000002,0.006811301715438951,0.037037037037037035,0.266579462962963,18.5,1.2851424816629269,0.7781238378378379
CAM00232,Henderson Brands | Display | Jan 2025,Display,461.81,0.445,8116,22,2,1,13.726240999999998,0.0027106949236076886,0.045454545454545456,0.6239200454545454,11.43,0.8327115923434538,1.200895975503062
CAM00181,Mcclure Labs | Video | Feb 2024,Video,330.71,0.452,5815,11,0,0,13.650697000000001,0.001891659501289768,0.0,1.2409724545454546,0.0,0.0,
CAM00111,Davis and Sons Naturals | Display | Oct 2024,Display,407.52,0.457,7046,27,2,1,13.552783999999999,0.0038319613965370424,0.037037037037037035,0.5019549629629629,8.14,0.6006146043499255,1.6649611793611792
CAM00086,Arroyo Essentials | Sponsored Product | Oct 2024,Sponsored Product,433.62,0.148,7561,47,5,1,13.407723999999998,0.006216108980293612,0.02127659574468085,0.2852707234042553,15.89,1.185137760890663,0.8437837633731905
CAM00143,Hickman Ltd Naturals | Display | Jun 2024,Display,429.78,0.386,7599,22,4,2,13.146529,0.002895117778655086,0.09090909090909091,0.5975695,38.25,2.909513225886468,0.34370010457516337
CAM00253,Gray-Mayo Foods | Sponsored Product | May 2025,Sponsored Product,384.91,0.14,6774,46,6,2,12.567369,0.006790670209625037,0.043478260869565216,0.27320367391304345,23.380000000000003,1.8603734799224885,0.5375264756201881
CAM00142,Spence PLC Foods | Display | May 2025,Display,340.17,0.361,6042,28,2,0,12.328401000000001,0.004634227077126779,0.0,0.4403000357142858,0.0,0.0,
CAM00139,Carlson-Cruz Brands | Sponsored Product | Apr 2025,Sponsored Product,308.51,0.224,5489,48,5,2,11.453607,0.00874476225177628,0.041666666666666664,0.2386168125,83.14,7.258848675356156,0.1377628939138802
CAM00220,Arnold Ltd Naturals | Video | Dec 2024,Video,227.71,0.426,4063,13,3,1,11.372199,0.0031996062023135615,0.07692307692307693,0.8747845384615385,4.35,0.3825117727890621,2.6142986206896555
CAM00258,Carlson-Cruz Brands | Sponsored Product | Feb 2024,Sponsored Product,341.24,0.158,5880,41,6,1,11.042454,0.006972789115646258,0.024390243902439025,0.2693281463414634,10.91,0.9880050213476099,1.0121406049495874
CAM00153,Henderson Brands | Video | Mar 2024,Video,223.41,0.429,3946,12,1,0,10.984728,0.0030410542321338066,0.0,0.915394,0.0,0.0,
CAM00085,Carlson-Cruz Brands | Sponsored Brand | May 2024,Sponsored Brand,303.87,0.302,5236,25,2,1,10.851090000000001,0.004774637127578304,0.04,0.43404360000000003,10.91,1.0054289476909692,0.9946003666361137
CAM00050,James Group Foods | Sponsored Brand | May 2025,Sponsored Brand,295.89,0.277,5108,25,2,2,10.773731000000002,0.004894283476898982,0.08,0.43094924000000007,66.37,6.160354291377796,0.16232832605092665
CAM00008,Arnold Ltd Naturals | Display | Feb 2024,Display,345.07,0.458,6028,18,0,0,10.616149,0.0029860650298606504,0.0,0.5897860555555555,0.0,0.0,
CAM00128,Davis and Sons Naturals | Video | Aug 2024,Video,200.82,0.548,3545,13,2,0,10.443142,0.0036671368124118475,0.0,0.8033186153846154,0.0,0.0,
CAM00047,Romero Essentials | Display | Apr 2025,Display,324.73,0.396,5772,17,1,0,10.214872,0.002945252945252945,0.0,0.6008748235294118,0.0,0.0,
CAM00163,Davis and Sons Naturals | Sponsored Product | Aug 2024,Sponsored Product,302.31,0.276,5296,38,5,2,10.116579,0.007175226586102719,0.05263157894736842,0.26622576315789476,17.3,1.7100642420723449,0.584773352601156
CAM00162,Carlson-Cruz Brands | Display | Feb 2025,Display,325.76,0.435,5819,17,2,1,9.951092,0.00292146416910122,0.058823529411764705,0.5853583529411764,36.94,3.7121554096776515,0.2693852734163508
CAM00227,Adams Labs | Sponsored Product | Mar 2024,Sponsored Product,349.16,0.22,6102,32,1,1,9.66215,0.005244182235332678,0.03125,0.3019421875,3.59,0.37155291524143175,2.691406685236769
CAM00018,Snyder Consumer | Display | Apr 2024,Display,234.54,0.263,4271,24,1,0,9.631514000000001,0.005619292905642706,0.0,0.4013130833333334,0.0,0.0,
CAM00038,Morales-Jones Consumer | Display | Sep 2024,Display,309.17,0.456,5463,17,0,0,9.572192,0.0031118433095368844,0.0,0.5630701176470588,0.0,0.0,
CAM00015,Morales-Jones Consumer | Display | Mar 2024,Display,310.58,0.418,5462,15,1,1,9.332918999999999,0.0027462467960454044,0.06666666666666667,0.6221945999999999,27.83,2.9819180901495024,0.33535461731943944
CAM00277,Morales-Jones Consumer | Display | Sep 2024,Display,322.78,0.438,5676,14,2,1,9.310431000000001,0.0024665257223396757,0.07142857142857142,0.6650307857142858,97.16,10.43560711636228,0.09582576163030056
CAM00027,Hickman Ltd Naturals | Sponsored Product | Jan 2025,Sponsored Product,286.19,0.308,5161,33,1,0,9.300514999999999,0.006394109668668863,0.0,0.2818337878787878,0.0,0.0,
CAM00028,Romero Essentials | Sponsored Product | Aug 2024,Sponsored Product,309.73,0.24,5435,30,3,2,9.164636,0.005519779208831647,0.06666666666666667,0.30548786666666666,17.43,1.9018758628275034,0.5257966724039013
CAM00066,Gardner Consumer | Sponsored Product | Sep 2024,Sponsored Product,264.69,0.294,4492,36,6,4,9.150354,0.008014247551202136,0.1111111111111111,0.2541765,95.59,10.446590372350622,0.09572501307668166
CAM00088,Rodriguez LLC Foods | Sponsored Product | May 2024,Sponsored Product,325.07,0.23,5609,29,5,2,9.113998000000002,0.005170262078801925,0.06896551724137931,0.31427579310344833,66.76,7.324996121350914,0.13651884361893352
CAM00188,Mcclain Labs | Sponsored Brand | Oct 2024,Sponsored Brand,248.41,0.286,4393,18,2,1,8.859808000000001,0.004097427725927612,0.05555555555555555,0.4922115555555556,10.07,1.1365934792266377,0.8798220456802384
CAM00052,Rodriguez Labs | Sponsored Product | Jun 2024,Sponsored Product,271.11,0.24,4813,31,1,1,8.764638,0.006440889258258882,0.03225806451612903,0.2827302580645161,24.5,2.795323663110787,0.3577403265306122
CAM00133,Rodriguez LLC Foods | Sponsored Brand | Apr 2025,Sponsored Brand,210.82,0.264,3712,21,1,1,8.572129,0.005657327586206897,0.047619047619047616,0.40819661904761906,34.55,4.030503973983592,0.24810793053545588
CAM00094,Morales-Jones Consumer | Display | Feb 2024,Display,289.88,0.325,4981,13,2,0,8.433411,0.0026099176872114035,0.0,0.6487239230769231,0.0,0.0,
CAM00167,Romero Essentials | Display | Jan 2025,Display,276.76,0.378,4872,13,0,0,8.139232,0.0026683087027914616,0.0,0.6260947692307692,0.0,0.0,
CAM00291,Gardner Consumer | Display | Nov 2024,Display,234.64,0.381,4158,16,0,0,8.100281,0.003848003848003848,0.0,0.5062675625,0.0,0.0,
CAM00127,Gardner Consumer | Sponsored Brand | Feb 2025,Sponsored Brand,222.35,0.314,3888,18,2,0,8.051565,0.004629629629629629,0.0,0.44730916666666665,0.0,0.0,
CAM00257,Arnold Ltd Naturals | Sponsored Product | Jul 2024,Sponsored Product,226.93,0.293,4106,31,3,0,7.999722,0.00754992693619094,0.0,0.25805554838709677,0.0,0.0,
CAM00084,James Group Foods | Sponsored Brand | Feb 2025,Sponsored Brand,198.93,0.284,3522,18,4,1,7.893495999999999,0.005110732538330494,0.05555555555555555,0.4385275555555555,4.47,0.5662890055306293,1.765882774049217
CAM00043,Dudley Group Naturals | Sponsored Product | Apr 2024,Sponsored Product,206.14,0.268,3624,31,5,4,7.787786999999998,0.008554083885209713,0.12903225806451613,0.2512189354838709,161.07,20.682383840236003,0.04835032594524119
